회차,상호명,구분,소재지
339,훼미리마트(통영항남점),자동,경남 통영시 항남동  197-25
339,영화사랑,자동,인천 부평구 청천동  15-9
339,훼미리마트(입석강변점),자동,대구 동구 입석동  933-2
339,훼미리마트(포항중앙상가점),자동,경북 포항시 북구 신흥동 신흥동 819-1
340,만세복권방,수동,경기 의정부시 신곡동  473-2성원상가104
340,대호상사,자동,경기 성남시 분당구 야탑동 355-1세화2001빌딩107
340,소답시내버스매표소,자동,경남 창원시 의창구 의안로2번길 17 가판
340,GS25(분당성원),자동,경기 성남시 분당구 금곡동 159한국프라자112 113호
340,주택복권방,수동,경기 안양시 동안구 흥안대로145번길 77 77
340,복권방,수동,서울 광진구 광장동  453-1삼성상가1층
340,GS25(이천대월),자동,경기 이천시 대월면 사동리 사동리 347-138
341,훼미리마트관음점,수동,대구 북구 관음동  1386-5
341,GS25(창원극동),자동,경남 창원시 팔용동  104-1
341,부일카서비스,자동,부산 동구 자성로133번길 35
341,드림복권,수동,전북 익산시 무왕로20길 20-2
341,GS25(수원삼성),자동,경기 수원시 영통구 매탄동 매탄동 1267-7중앙프라자1층104
341,복권명당,수동,대구 수성구 들안로 243
341,재우텔레콤,수동,경기 하남시 신평로 74
342,한국종합빌딩(복권),자동,인천 남동구 경인로 530 1층
342,황금로또,자동,강원 원주시 현충로318번길 35 1층
342,복권마을,자동,충북 충주시 봉황1길 2
343,종로슈퍼,자동,서울 종로구 돈화문로10길 14
343,씨스페이스(명지성모점),자동,서울 영등포구 대림동  7091층
343,영화유통(1등복권방),자동,울산 남구 신정로 19 삼성아파트 상가 204-101
343,에덴로또,자동,전북 전주시 덕진구 쪽구름로 34
343,천하복권방,수동,울산 동구 전하로 29
343,남평로또점,자동,전남 나주시 남평1로 12 파평회관 1층
344,광주무등1호점로또판매,자동,광주 북구 임동  153-6
344,황금돼지복권방,자동,부산 연제구 중앙대로 1204
344,코리아슈퍼,자동,경남 통영시 안개로 42 상가1층 103호
344,훼미리마트(다대사랑점),자동,부산 사하구 다대동  35
344,하프타임(괴정점),자동,부산 사하구 승학로284번길 42
344,로또판매점,수동,전북 장수군 싸리재로 18
344,합천우리복권방,자동,경남 합천군 핫들2로 8 1층
345,고려슈퍼마켓,수동,경기 구리시 원수택로64번길 28 상가
345,장군슈퍼,자동,경기 부천시 소사로 837
346,복권명당,자동,대구 북구 산격동  845
346,자수정슈퍼,수동,전북 전주시 완산구 용머리로 152
346,덕산24시슈퍼,자동,경남 창원시 진해구 충장로 505
346,로또복권판매도통점,자동,전북 남원시 용성로 232
347,로또복권판매소,자동,서울 영등포구 문래동2가  40-3
347,영암복권방,자동,전남 영암군 영암읍 역리 162-15
347,로또,수동,경남 고성군 동외로167번길 11
347,베스트올수성점,수동,전북 정읍시 수성2로 28
347,로또복권,자동,인천 부평구 열우물로50번길 9-2
347,일등복권방,수동,경기 광명시 철산동  4801층 3호
347,샘머리비디오 책,수동,대전 서구 둔산2동  907 A상가 지하 14호
348,GS25(파빌리온점),자동,경기 성남시 분당구 정자동 7 두산위브파빌리온상가 1층 A-103
348,행운로또복권,자동,경기 오산시 오산동  876-2
348,L-마트,자동,경기 부천시 삼작로 22 부천테크노파크100-103
349,복권나라,자동,인천 미추홀구 토금북로 47
349,-,자동,부산 부산진구 부전동  573-1 복권판매대 제4번
349,네잎크로바,자동,경기 안양시 동안구 엘에스로 92 1층 102호(호계동 국제유통단지)
350,로또복권방,자동,경기 안양시 동안구 호계동 721-3
350,이플러스,자동,경기 수원시 영통구 매탄동 153-14
350,노다지복권방,자동,서울 종로구 종로 331 1층
350,공원슈퍼,자동,경기 수원시 장안구 팔달로 255 1층(영화동)
350,오또로또,자동,경기 이천시 마장면 오천리 283-15
350,갤러리마트,자동,서울 중랑구 사가정로 387
350,대박찬스,자동,광주 북구 서하로 196
350,GS25(이문중앙점),자동,서울 동대문구 이문동  345-8 외 1필지 (346-118)
350,데스콤㈜영등포영업소,자동,서울 영등포구 영중로 48
351,제이복권방,수동,서울 종로구 종로 225-1 평창빌딩 1층 103호
351,보령복권방,수동,충남 보령시 중앙로 48
351,로또토토,자동,울산 남구 삼산중로48번길 13 1층
351,복권세상,자동,경기 남양주시 청학로 97
352,복권나라,수동,서울 송파구 잠실동  40-1 롯데월드쇼핑몰 지하1층 1-73
352,인더라인25,자동,서울 마포구 월드컵북로54길 17 132호
352,평안당,수동,서울 종로구 종로 219
352,평원상회,자동,강원 강릉시 옥천동  281-8
352,베스토아,자동,경기 성남시 분당구 내정로166번길 43 104호(수내동 금산프라자빌딩)
352,현암꽃플라워,자동,대전 동구 태전로 167
353,신도복권명소,수동,대전 대덕구 비래동  151-4
353,대성기획,자동,경기 용인시 기흥구 구성로 75-1
354,희망복권방,자동,경기 의정부시 호원동  423 대명빌딩 1층
354,효원당슈퍼,자동,부산 금정구 부산대학로 48 복권판매점
354,GS25(중촌현대),자동,대전 중구 중촌동  17-2
354,-,자동,서울 강남구 선릉로 519
354,복권이야기,자동,대구 동구 신천동  740-20
355,나이키로또복권방,자동,경기 광주시 경충대로 899 1층 111-1호(초월프라자)
355,버스판매소,자동,경기 고양시 덕양구 화정동 1045번지 865 선신안아파트 앞
355,로또복권,수동,경기 화성시 송산면 사강리 694-4
355,빙고복권점,자동,경기 평택시 송탄로 191
355,복권천국,자동,대구 남구 대명동  1648-1
356,GS25(수원행복),자동,경기 수원시 영통구 영통동 974-6 세일빌딩 111
356,시외버스터미널로또복권방,자동,충남 논산시 계백로 1000
356,한냉매점,수동,서울 동작구 노들로 674 2층 10호
356,버스매표소447,자동,인천 동구 송림동  50-120
356,로또휴게실,자동,경기 용인시 기흥구 용구대로 1885
356,공단로또복권방,자동,경기 안성시 미양면 계륵리 271-9
356,가로판매점,수동,서울 용산구 원효로 166
356,로또복권판매점,자동,경기 평택시 서정로 237
356,제이복권방,수동,서울 종로구 종로 225-1 평창빌딩 1층 103호
357,토토전문점,자동,경남 김해시 해반천로144번길 40 거림맥스랜드103호 복권판매점
357,쉐라톤베이커리,자동,서울 도봉구 도봉로170길 8
358,한샘행운복권방,자동,경기 양주시 가래비길 57-1
358,큰마을복권방,자동,대전 서구 만년로67번길 36 디지털타운1층64호 홍삼판매점
358,복권명당,자동,경북 영천시 호국로 31
359,대박찬스,수동,서울 영등포구 도림로 356 1층복권방
359,노다지복권방,자동,경기 파주시 문향로67번길 2
359,가자복권천국,수동,전남 목포시 신흥로45번길 2
359,행운복권마트,자동,서울 서초구 서초대로 96 1층
359,삼성복권,자동,서울 강남구 대치동  957-3 1층
359,복권방,자동,경기 부천시 원미구 도당동 141-3 성진그린타운 102-102
359,마두역상행선가판대,수동,경기 고양시 일산동구 중앙로 1181 마두역 중앙 횡단보도 오른쪽
359,가로판매점,자동,서울 중구 서소문로 109
360,창원병원앞매표소,자동,경남 창원시 중앙동  104-1
360,럭키슈퍼,자동,서울 용산구 후암로 52
360,복권방,자동,서울 구로구 도림로 55-1
361,훼미리마트과정로,자동,부산 수영구 과정로 42
361,영화복권방,자동,경남 김해시 덕정로 158 복권판매점
361,대연3호점로또판매,자동,부산 남구 대연4동  1168-14
361,한국종합빌딩(복권),자동,인천 남동구 경인로 530 1층
361,코리아슈퍼,자동,경남 통영시 안개로 42 상가1층 103호
361,까치복권방,수동,경기 시흥시 중심상가로 326 1층102
361,GS25(영통번영),수동,경기 수원시 영통구 영통동 1038-1 1층
362,다니엘사,자동,경기 안산시 단원구 원선1로 38 101호
362,한마음,자동,충북 제천시 신백동  110-11
362,GS25(반포중앙),자동,서울 서초구 반포1동  739-351층
362,노다지복권방,자동,경기 시흥시 복지로 103-1 1층상가
362,로또휴게실,자동,경기 용인시 기흥구 용구대로 1885
362,복권사랑,자동,경기 양주시 평화로 1444
363,우리들중울산점,자동,울산 중구 옥골샘4길 21
363,Letsgo복권방,자동,전북 전주시 완산구 평화로 190
363,대박마트복권방,자동,충남 아산시 음봉로 844 태화상가1층103호
363,썬마트,수동,충북 청주시 흥덕구 진재로23번길 25
364,유방매표소,자동,경기 용인시 처인구 유방동 310-10
364,복권왕국,자동,대전 서구 동서대로1047번길 2
364,대박로또,수동,경기 안산시 상록구 사동 11521층
364,복권천국,자동,대전 중구 충무로 87 1층
365,시네마복권방,자동,광주 북구 두암동  894-1
366,가로판매점,자동,서울 용산구 한강로2가  314-1
366,가판점,자동,경기 부천시 부일로 461 1층 일부
367,복권명당집시장점,자동,경기 동두천시 지행동  718-3송내프라자103
367,제일복권,자동,충남 논산시 중앙로 235
367,복권방,자동,인천 부평구 경인로 745 102호
367,신문가판대,자동,서울 성북구 보문동1가  147-48보문시장앞
367,로또봉덕시장지점,자동,대구 남구 봉덕로 120
367,소리창고,자동,서울 강서구 강서로 306
367,석수로또대박나라,자동,경기 안양시 만안구 석수동 281-4104호
368,로또는내운명,자동,대전 중구 대종로 277
368,당신대박,자동,부산 북구 금곡대로285번길 19 리버사이드빌딩103-1호
368,권선로또복권방,수동,경기 수원시 권선구 탑동로 22 천림빌딩102호
368,복권천하 미스터잉크동해점,수동,강원 동해시 발한로 35
368,로또경주고속점,자동,경북 경주시 태종로 695
368,로또복권장항점,수동,충남 서천군 장항읍  창선리   632-2
368,로또휴게실,자동,경기 용인시 기흥구 용구대로 1885
369,알리바이평동베팅샵,자동,광주 광산구 사암로340번길 31 102호
369,ALWAYSMART,자동,경기 고양시 일산동구 백마로 501-2
369,스포츠복권방,수동,경남 양산시 황산로 675
369,일마트,자동,전남 순천시 중앙시장길 20 일마트
369,행운의명당로-토토,자동,충북 청주시 서원구 모충로 36
369,가로판매대,자동,서울 강동구 올림픽로 648 천호역 3번 출구 앞(가판점)
370,로또복권,자동,대전 동구 자양동  198-17
370,행운복권방(감포),자동,경북 경주시 감포로 141
370,알리바이,자동,광주 광산구 수등로 253 1층 알리바이
370,소리창고,수동,서울 강서구 강서로 306
370,대박나라복권방,자동,충남 아산시 서부남로 868
370,-,자동,부산 북구 금곡대로 270 상가동 110호
370,가판대,자동,경기 안양시 만안구 안양동 456-2
371,로또복권방,자동,경기 수원시 장안구 파장동 266-9
371,그린슈퍼,수동,서울 강동구 천중로52길 15
371,타임,자동,대전 중구 은행동  76-18번지
371,일등복권방,수동,충북 청주시 흥덕구 복대동 849-2
371,버스판매소,자동,서울 영등포구 영중로 2 1층(영등포동3가)
371,천하명당복권,자동,대구 북구 동북로 152
371,동아슈퍼,자동,서울 노원구 노원로 522 9단지유치원104호
372,명당골복권방,자동,경기 수원시 권선구 동수원로242번길 15 104호
372,한꿈복권방,자동,울산 중구 번영로 586
372,공림로또판매점,수동,충남 서산시 남원1길 107
372,행운마트,수동,충남 아산시 서해로 654 GS편의점
372,복권방,수동,경기 가평군 청평중앙로 35 1층
372,팔도로또,수동,부산 수영구 수영로 709-1 청백도서내
372,GS25(김해중앙점),수동,경남 김해시 서상동  152-10 1층
372,경기상회,수동,인천 남동구 장승남로 42 104호
372,코리아세븐 대전오정오거리점,자동,대전 대덕구 오정동  449-1번지
373,행운의집,자동,경북 안동시 북문동  23-7
373,Today,자동,서울 광진구 광나루로56길 85 테크노마트9층판매동24호
373,GS25(안산산호),수동,경기 안산시 단원구 선부동 1081산호한양상가101호
373,훼미리마트(광탄개나리),자동,경기 파주시 광탄면 신산리 358-10
374,정원복권방,자동,서울 도봉구 도봉로 468 1층 101-3호
374,또또복권방,수동,전북 익산시 고봉로32길 3
375,행복이가득한집,자동,부산 영도구 동삼로 89 1층 복권방
375,등대복권방,자동,울산 동구 동진로 4 1층 편의점
